行 ID,订单ID,产品id,客户 ID,发货日期,国家,地区,城市,子类别,客户名称,省/自治区,类别,细分,订单日期,销售经理,利润,折扣,数量,是否退回,计划发货天数,销售额,实际发货时间,利润异常值标记,是否超时,销售额异常值标记
1223,1778069,夏装—短裤—0339,徐虹-13840,2024-5-17,中国,华北,北京,短裤,徐虹,北京,夏装,公司,2024-5-13,张怡莲,4727.52,0,7,0,3,11820.76,4,1,1,1
1224,2136895,秋装—外套—4928,麦实-20230,2024-5-18,中国,华东,扬州,外套,麦实,江苏,秋装,公司,2024-5-13,杨洪光,-1168.776,0.4,9,0,6,4380.264,5,-1,-1,1
1225,2883758,夏装—短裤—0339,顾君-15220,2024-5-18,中国,中南,汕头,短裤,顾君,广东,夏装,公司,2024-5-13,王倩倩,633.5,0,5,0,6,4527.6,5,0,-1,1
1226,2883758,冬装—冲锋衣—0344,顾君-15220,2024-5-18,中国,中南,汕头,冲锋衣,顾君,广东,冬装,公司,2024-5-13,王倩倩,21,0,2,0,6,105.28,5,0,-1,0
1227,2063413,秋装—秋裤—4759,夏柏-18955,2024-5-18,中国,华北,北京,秋裤,夏柏,北京,秋装,小型企业,2024-5-13,张怡莲,104.16,0,1,0,6,578.9,5,0,-1,0
1228,1925348,夏装—短袖—1460,彭伟-21550,2024-5-19,中国,中南,襄樊,短袖,彭伟,湖北,夏装,小型企业,2024-5-13,王倩倩,-789.684,0.4,3,0,6,1479.996,6,-1,0,0
1229,3964185,秋装—外套—4928,唐婉-21385,2024-5-20,中国,华东,上海,外套,唐婉,上海,秋装,小型企业,2024-5-13,杨洪光,245,0,5,0,6,4090.1,7,0,1,0
1230,2918417,冬装—羽绒服—0928,彭婉-21370,2024-5-16,中国,中南,长沙,羽绒服,彭婉,湖南,冬装,公司,2024-5-14,王倩倩,65.94,0,3,0,1,236.46,2,0,1,0
1231,1516102,冬装—围巾—1047,韩丽-16195,2024-5-17,中国,华东,济宁,围巾,韩丽华,山东,冬装,消费者,2024-5-14,杨洪光,532,0,5,0,1,3130.4,3,0,1,0
1232,1516102,秋装—外套—4928,韩丽-16195,2024-5-17,中国,华东,济宁,外套,韩丽华,山东,秋装,消费者,2024-5-14,杨洪光,0,0,4,0,1,4728.64,3,0,1,1
1233,1752478,冬装—冲锋衣—0344,殷珑-17905,2024-5-18,中国,中南,武汉,冲锋衣,殷珑,湖北,冬装,公司,2024-5-14,王倩倩,75.6,0,5,0,6,262.5,4,0,-1,0
1234,1755383,冬装—手套—0574,曹丽-15940,2024-5-18,中国,西北,咸阳,手套,曹丽,陕西,冬装,小型企业,2024-5-14,江奕健,85.26,0,3,0,6,341.04,4,0,-1,0
1235,1755383,冬装—冲锋衣—0344,曹丽-15940,2024-5-18,中国,西北,咸阳,冲锋衣,曹丽,陕西,冬装,小型企业,2024-5-14,江奕健,12.6,0,3,0,6,92.82,4,0,-1,0
1236,1755383,冬装—帽子—1898,曹丽-15940,2024-5-18,中国,西北,咸阳,帽子,曹丽,陕西,冬装,小型企业,2024-5-14,江奕健,0,0,5,0,6,340.9,4,0,-1,0
1237,5058012,冬装—冲锋衣—0344,康丽-15865,2024-5-18,中国,西南,重庆,冲锋衣,康丽,重庆,冬装,消费者,2024-5-14,姜伟,50.4,0,5,0,6,253.4,4,0,-1,0
1238,1752478,夏装—短袖—1460,殷珑-17905,2024-5-18,中国,中南,武汉,短袖,殷珑,湖北,夏装,公司,2024-5-14,王倩倩,-83.664,0.4,3,0,6,1254.456,4,0,-1,0
1239,4800042,冬装—棉衣—3093,白忠-11515,2024-5-19,中国,华东,南昌,棉衣,白忠,江西,冬装,消费者,2024-5-14,杨洪光,2.38,0,1,0,3,60.34,5,0,1,0
1240,4944475,夏装—长裙—2425,许辉-12565,2024-5-19,中国,东北,丹东,长裙,许辉,辽宁,夏装,消费者,2024-5-14,郝杰,-297.64,0.4,5,0,3,742.56,5,0,1,0
1241,4225447,夏装—短裤—0339,黄磊-16015,2024-5-19,中国,中南,岳阳,短裤,黄磊,湖南,夏装,消费者,2024-5-14,王倩倩,328.16,0,4,0,6,8204,5,0,-1,1
1242,2310505,冬装—帽子—1898,邢毅-12475,2024-5-20,中国,西南,江油,帽子,邢毅,四川,冬装,消费者,2024-5-14,姜伟,-37.8,0.4,2,0,6,283.08,6,0,0,0
1243,2310505,冬装—保暖内衣—1614,邢毅-12475,2024-5-20,中国,西南,江油,保暖内衣,邢毅,四川,冬装,消费者,2024-5-14,姜伟,4.62,0,1,0,6,94.22,6,0,0,0
1244,2310505,夏装—短袖—1460,邢毅-12475,2024-5-20,中国,西南,江油,短袖,邢毅,四川,夏装,消费者,2024-5-14,姜伟,-635.264,0.4,4,0,6,1814.736,6,-1,0,0
1245,2310505,夏装—短裤—0339,邢毅-12475,2024-5-20,中国,西南,江油,短裤,邢毅,四川,夏装,消费者,2024-5-14,姜伟,67.704,0.4,2,0,6,2034.984,6,0,0,0
1246,2447332,冬装—棉袜—4429,徐嘉-14515,2024-5-20,中国,华北,济宁,棉袜,徐嘉丽,内蒙古,冬装,消费者,2024-5-14,张怡莲,-38.22,0.4,7,0,6,205.8,6,0,0,0
1247,1516102,秋装—秋裤—4759,巩光-13435,2024-5-21,中国,华东,萍乡,秋裤,巩光,江西,秋装,消费者,2024-5-14,杨洪光,793.38,0,3,0,6,2034.9,7,1,1,0
1248,1516102,冬装—手套—0574,巩光-13435,2024-5-21,中国,华东,萍乡,手套,巩光,江西,冬装,消费者,2024-5-14,杨洪光,110.88,0,2,0,6,483.28,7,0,1,0
1249,4537572,夏装—短袖—1460,潘涛-21205,2024-5-17,中国,中南,钦州,短袖,潘涛,广西,夏装,公司,2024-5-15,王倩倩,248.094,0.1,3,0,3,798.714,2,0,-1,0
1250,2386979,冬装—羽绒服—0928,邱丽-17620,2024-5-17,中国,中南,焦作,羽绒服,邱丽雪,河南,冬装,公司,2024-5-15,王倩倩,37.1,0,5,0,1,313.6,2,0,1,0
1251,4537572,秋装—秋衣—2874,潘涛-21205,2024-5-17,中国,中南,钦州,秋衣,潘涛,广西,秋装,公司,2024-5-15,王倩倩,944.3,0,5,0,3,2421.3,2,1,-1,0
1252,2386979,夏装—短袖—1460,邱丽-17620,2024-5-17,中国,中南,焦作,短袖,邱丽雪,河南,夏装,公司,2024-5-15,王倩倩,308.168,0.1,2,0,1,711.648,2,0,1,0
1253,4373153,冬装—保暖内衣—1614,洪黎-16345,2024-5-18,中国,西南,西昌,保暖内衣,洪黎明,四川,冬装,消费者,2024-5-15,姜伟,5.88,0,1,0,3,99.82,3,0,0,0
1254,1726701,冬装—帽子—1898,林谦-19285,2024-5-19,中国,西南,成都,帽子,林谦,四川,冬装,消费者,2024-5-15,姜伟,18.396,0.4,3,0,3,111.636,4,0,1,0
1255,3103245,秋装—秋裤—4759,沈彩-10750,2024-5-19,中国,东北,兴城,秋裤,沈彩,辽宁,秋装,消费者,2024-5-15,郝杰,-82.74,0.4,3,0,6,1236.06,4,0,-1,0
1256,3665640,秋装—秋裤—4759,韦达-11830,2024-5-19,中国,华北,天津,秋裤,韦达侠,天津,秋装,公司,2024-5-15,张怡莲,988.4,0,4,0,6,2746.8,4,1,-1,0
1257,2222921,夏装—短裤—0339,韦君-15310,2024-5-19,中国,华东,招远,短裤,韦君,山东,夏装,公司,2024-5-15,杨洪光,1004.22,0,9,0,6,8368.92,4,1,-1,1
1258,4258082,秋装—秋衣—2874,刘婵-10945,2024-5-20,中国,华东,上海,秋衣,刘婵,上海,秋装,消费者,2024-5-15,杨洪光,101.36,0,4,0,6,782.88,5,0,-1,0
1259,3261036,夏装—长裙—2425,许莞-13270,2024-5-21,中国,华东,莱芜,长裙,许莞颖,山东,夏装,小型企业,2024-5-15,杨洪光,130.9,0,5,0,6,410.9,6,0,0,0
1260,4494383,冬装—毛衣—0979,秦芯-13915,2024-5-21,中国,东北,沈阳,毛衣,秦芯,辽宁,冬装,消费者,2024-5-15,郝杰,-2394.7,0.4,5,0,6,7982.1,6,-1,0,1
1261,1786532,冬装—手套—0574,巩德-12070,2024-5-21,中国,中南,周口,手套,巩德,河南,冬装,小型企业,2024-5-15,王倩倩,-7.644,0.2,3,0,6,289.296,6,0,0,0
1262,3261036,冬装—围巾—1047,许莞-13270,2024-5-21,中国,华东,莱芜,围巾,许莞颖,山东,冬装,小型企业,2024-5-15,杨洪光,53.34,0,3,0,6,671.58,6,0,0,0
1263,2883758,冬装—帽子—1898,郝立-16570,2024-5-21,中国,西北,白碱滩,帽子,郝立勤,新疆,冬装,消费者,2024-5-15,江奕健,249.76,0,8,0,6,510.72,6,0,0,0
1264,2866628,秋装—裤子—2893,贺宁-18700,2024-5-21,中国,西南,安顺,裤子,贺宁,贵州,秋装,消费者,2024-5-15,姜伟,298.2,0,5,0,6,2130.1,6,0,0,0
1265,2866628,冬装—围巾—1047,贺宁-18700,2024-5-21,中国,西南,安顺,围巾,贺宁,贵州,冬装,消费者,2024-5-15,姜伟,207.2,0,5,0,6,716.8,6,0,0,0
1266,2866628,秋装—秋衣—2874,贺宁-18700,2024-5-21,中国,西南,安顺,秋衣,贺宁,贵州,秋装,消费者,2024-5-15,姜伟,59.64,0,2,0,6,298.76,6,0,0,0
1267,2810282,夏装—长裙—2425,韦磊-16135,2024-5-22,中国,东北,朝阳,长裙,韦磊,辽宁,夏装,小型企业,2024-5-15,郝杰,-170.184,0.4,3,0,6,463.176,7,0,1,0
1268,5739201,秋装—秋裤—4759,范立-16630,2024-5-18,中国,东北,凌源,秋裤,范立荣,辽宁,秋装,公司,2024-5-16,郝杰,-14.028,0.4,1,0,1,834.792,2,0,1,0
1269,5340374,秋装—秋裤—4759,佘丽-15925,2024-5-18,中国,西南,南充,秋裤,佘丽,四川,秋装,消费者,2024-5-16,姜伟,-146.272,0.4,4,0,1,2917.488,2,0,1,0
1270,5739201,夏装—短裤—0339,范立-16630,2024-5-18,中国,东北,凌源,短裤,范立荣,辽宁,夏装,公司,2024-5-16,郝杰,-200.032,0.4,2,0,1,799.848,2,0,1,0
1271,1151037,冬装—帽子—1898,邢盛-20335,2024-5-18,中国,西南,成都,帽子,邢盛,四川,冬装,消费者,2024-5-16,姜伟,-22.736,0.4,4,0,1,53.424,2,0,1,0
1272,4226799,夏装—短袖—1460,杨立-16600,2024-5-19,中国,东北,大连,短袖,杨立勤,辽宁,夏装,公司,2024-5-16,郝杰,-178.948,0.4,7,0,3,3574.452,3,0,0,0
1273,4226799,冬装—棉袜—4429,杨立-16600,2024-5-19,中国,东北,大连,棉袜,杨立勤,辽宁,冬装,公司,2024-5-16,郝杰,-14.112,0.4,7,0,3,271.068,3,0,0,0
1274,2698139,秋装—外套—4928,巩廉-17275,2024-5-20,中国,西南,弥阳,外套,巩廉,云南,秋装,消费者,2024-5-16,姜伟,556.08,0,3,0,6,1135.26,4,0,-1,0
1275,5007229,冬装—围巾—1047,吕兰-15700,2024-5-20,中国,中南,湛江,围巾,吕兰,广东,冬装,消费者,2024-5-16,王倩倩,89.18,0,7,0,6,4485.46,4,0,-1,1
1276,1803838,夏装—短裤—0339,邓姝-20500,2024-5-20,中国,中南,仙桃,短裤,邓姝,湖北,夏装,消费者,2024-5-16,王倩倩,-102.06,0.4,5,0,6,2029.44,4,0,-1,0
1277,1594949,夏装—短袖—1460,邓保-10375,2024-5-20,中国,西北,兰州,短袖,邓保,甘肃,夏装,消费者,2024-5-16,江奕健,-521.304,0.4,6,0,6,2232.216,4,-1,-1,0
1278,1594949,秋装—外套—4928,邓保-10375,2024-5-20,中国,西北,兰州,外套,邓保,甘肃,秋装,消费者,2024-5-16,江奕健,-878.276,0.4,7,0,6,1462.944,4,-1,-1,0
1279,5642637,冬装—冲锋衣—0344,秦诚-11245,2024-5-20,中国,华东,徐州,冲锋衣,秦诚,江苏,冬装,公司,2024-5-16,杨洪光,20.44,0,2,0,6,94.08,4,0,-1,0
1280,5642637,冬装—围巾—1047,秦诚-11245,2024-5-20,中国,华东,徐州,围巾,秦诚,江苏,冬装,公司,2024-5-16,杨洪光,44.24,0,2,0,6,100.8,4,0,-1,0
1281,5642637,冬装—围巾—1047,秦诚-11245,2024-5-20,中国,华东,徐州,围巾,秦诚,江苏,冬装,公司,2024-5-16,杨洪光,1493.52,0,7,0,6,6497.4,4,1,-1,1
1282,1247380,冬装—棉袜—4429,邢宁-18715,2024-5-20,中国,华东,上海,棉袜,邢宁,上海,冬装,公司,2024-5-16,杨洪光,7.28,0,1,0,6,123.48,4,0,-1,0
1283,1774259,秋装—秋衣—2874,巩关-15595,2024-5-20,中国,华东,烟台,秋衣,巩关茵,山东,秋装,公司,2024-5-16,杨洪光,660.8,0,8,0,6,1438.08,4,0,-1,0
1284,1594949,冬装—棉衣—3093,邓保-10375,2024-5-20,中国,西北,兰州,棉衣,邓保,甘肃,冬装,消费者,2024-5-16,江奕健,-3.92,0.4,5,0,6,217.98,4,0,-1,0
1285,4853457,冬装—手套—0574,余毅-12535,2024-5-21,中国,中南,惠州,手套,余毅,广东,冬装,公司,2024-5-16,王倩倩,0,0.2,3,0,3,334.32,5,0,1,0
1286,2211607,夏装—短袖—1460,陈健-14545,2024-5-21,中国,中南,淡水,短袖,陈健,广东,夏装,公司,2024-5-16,王倩倩,153.02,0.1,5,0,6,1256.22,5,0,-1,0
1287,3865865,冬装—棉衣—3093,孙壁-10465,2024-5-22,中国,华北,大同,棉衣,孙壁,山西,冬装,消费者,2024-5-16,张怡莲,28.98,0,3,0,6,153.72,6,0,0,0
1288,4163182,冬装—冲锋衣—0344,常丽-16180,2024-5-22,中国,东北,齐齐哈尔,冲锋衣,常丽华,黑龙江,冬装,消费者,2024-5-16,郝杰,35.28,0,6,0,6,356.16,6,0,0,0
1289,5266113,冬装—围巾—1047,严聪-11740,2024-5-22,中国,东北,瓦房店,围巾,严聪,辽宁,冬装,消费者,2024-5-16,郝杰,243.6,0,2,0,6,567,6,0,0,0
1290,3865865,夏装—短袖—1460,孙壁-10465,2024-5-22,中国,华北,大同,短袖,孙壁,山西,夏装,消费者,2024-5-16,张怡莲,445.2,0,4,0,6,989.52,6,0,0,0
1291,3865865,冬装—帽子—1898,孙壁-10465,2024-5-22,中国,华北,大同,帽子,孙壁,山西,冬装,消费者,2024-5-16,张怡莲,89.6,0,4,0,6,310.8,6,0,0,0
1292,2373769,冬装—保暖内衣—1614,葛彩-10660,2024-5-22,中国,华东,胶南,保暖内衣,葛彩,山东,冬装,消费者,2024-5-16,杨洪光,49.84,0,4,0,6,719.6,6,0,0,0
1293,2373769,冬装—保暖内衣—1614,葛彩-10660,2024-5-22,中国,华东,胶南,保暖内衣,葛彩,山东,冬装,消费者,2024-5-16,杨洪光,11.76,0,2,0,6,199.64,6,0,0,0
1294,4163182,夏装—长裙—2425,常丽-16180,2024-5-22,中国,东北,齐齐哈尔,长裙,常丽华,黑龙江,夏装,消费者,2024-5-16,郝杰,258.3,0,5,0,6,588,6,0,0,0
1295,2558996,秋装—外套—4928,苏婵-10855,2024-5-22,中国,中南,仙桃,外套,苏婵娟,湖北,秋装,消费者,2024-5-16,王倩倩,87.612,0.4,7,0,6,752.052,6,0,0,0
1296,3649263,秋装—秋衣—2874,何根-13225,2024-5-23,中国,中南,南阳,秋衣,何根基,河南,秋装,公司,2024-5-16,王倩倩,1663.2,0,6,0,6,7233.24,7,1,1,1
1297,1340062,夏装—短裤—0339,孔辉-12610,2024-5-23,中国,华东,上海,短裤,孔辉,上海,夏装,公司,2024-5-16,杨洪光,465.64,0,2,0,6,1370.32,7,0,1,0
1298,3649263,夏装—短袖—1460,何根-13225,2024-5-23,中国,中南,南阳,短袖,何根基,河南,夏装,公司,2024-5-16,王倩倩,-46.228,0.1,2,0,6,690.732,7,0,1,0
1299,5088117,冬装—毛衣—0979,康丽-15865,2024-5-17,中国,中南,商丘,毛衣,康丽,河南,冬装,消费者,2024-5-17,王倩倩,1989.4,0,5,0,0,13264.3,0,1,0,1
1300,1815663,秋装—秋衣—2874,常崆-15505,2024-5-17,中国,中南,深圳,秋衣,常崆,广东,秋装,消费者,2024-5-17,王倩倩,462,0,2,0,0,2310.28,0,0,0,0
1301,3577786,冬装—棉袜—4429,何虢-13480,2024-5-19,中国,中南,汕头,棉袜,何虢,广东,冬装,小型企业,2024-5-17,王倩倩,27.3,0,3,0,3,303.66,2,0,-1,0
1302,1399832,秋装—秋裤—4759,余舟-11455,2024-5-20,中国,华东,莆田,秋裤,余舟,福建,秋装,小型企业,2024-5-17,杨洪光,617.4,0,5,0,1,8827,3,0,1,1
1303,4591322,冬装—手套—0574,俞丹-12025,2024-5-21,中国,西南,毕节,手套,俞丹,贵州,冬装,消费者,2024-5-17,姜伟,3.08,0,2,0,6,103.6,4,0,-1,0
1304,3382200,冬装—羽绒服—0928,麦平-19150,2024-5-21,中国,中南,长沙,羽绒服,麦平,湖南,冬装,消费者,2024-5-17,王倩倩,83.3,0,5,0,6,1047.2,4,0,-1,0
1305,2900587,夏装—短裤—0339,黄丽-15835,2024-5-21,中国,华东,无锡,短裤,黄丽,江苏,夏装,消费者,2024-5-17,杨洪光,-3063.312,0.4,6,0,6,7351.848,4,-1,-1,1
1306,2900587,秋装—秋衣—2874,黄丽-15835,2024-5-21,中国,华东,无锡,秋衣,黄丽,江苏,秋装,消费者,2024-5-17,杨洪光,-26.208,0.4,4,0,6,523.152,4,0,-1,0
1307,3704015,夏装—短袖—1460,邓姝-20500,2024-5-21,中国,中南,汕头,短袖,邓姝,广东,夏装,消费者,2024-5-17,王倩倩,311.976,0.1,4,0,6,1405.656,4,0,-1,0
1308,1777670,冬装—棉袜—4429,邹妮-18625,2024-5-21,中国,华北,北京,棉袜,邹妮,北京,冬装,公司,2024-5-17,张怡莲,0,0,2,0,6,451.64,4,0,-1,0
1309,3360468,冬装—棉袜—4429,沈彩-10750,2024-5-22,中国,西北,咸阳,棉袜,沈彩,陕西,冬装,消费者,2024-5-17,江奕健,215.32,0,2,0,6,448.84,5,0,-1,0
1310,3360468,冬装—毛衣—0979,沈彩-10750,2024-5-22,中国,西北,咸阳,毛衣,沈彩,陕西,冬装,消费者,2024-5-17,江奕健,5653.76,0,8,0,6,20942.88,5,1,-1,1
1311,3360468,夏装—短袖—1460,沈彩-10750,2024-5-22,中国,西北,咸阳,短袖,沈彩,陕西,夏装,消费者,2024-5-17,江奕健,245.28,0,4,0,6,3069.92,5,0,-1,0
1312,1119011,秋装—秋裤—4759,孙谙-18835,2024-5-22,中国,中南,浯溪,秋裤,孙谙,湖南,秋装,公司,2024-5-17,王倩倩,700.56,0,3,0,6,1796.76,5,1,-1,0
1313,2932548,冬装—手套—0574,唐婉-21385,2024-5-22,中国,华东,南昌,手套,唐婉,江西,冬装,小型企业,2024-5-17,杨洪光,50.4,0,4,0,3,266.56,5,0,1,0
1314,3360468,冬装—冲锋衣—0344,沈彩-10750,2024-5-22,中国,西北,咸阳,冲锋衣,沈彩,陕西,冬装,消费者,2024-5-17,江奕健,45.36,0,3,0,6,157.5,5,0,-1,0
1315,5235171,冬装—羽绒服—0928,贾嫒-10030,2024-5-23,中国,华东,丰县,羽绒服,贾嫒,江苏,冬装,公司,2024-5-17,杨洪光,63,0,3,0,6,288.12,6,0,0,0
1316,3429663,冬装—围巾—1047,毛保-10360,2024-5-23,中国,华东,济南,围巾,毛保,山东,冬装,公司,2024-5-17,杨洪光,111.72,0,2,0,6,223.72,6,0,0,0
1317,3429663,冬装—毛衣—0979,毛保-10360,2024-5-23,中国,华东,济南,毛衣,毛保,山东,冬装,公司,2024-5-17,杨洪光,129.92,0,2,0,6,929.6,6,0,0,0
1318,3429663,冬装—羽绒服—0928,毛保-10360,2024-5-23,中国,华东,济南,羽绒服,毛保,山东,冬装,公司,2024-5-17,杨洪光,63,0,3,0,6,288.12,6,0,0,0
1319,2210906,冬装—围巾—1047,陶博-10570,2024-5-24,中国,华东,青州,围巾,陶博,山东,冬装,消费者,2024-5-17,杨洪光,3003,0,13,0,6,7702.24,7,1,1,1
1320,2210906,冬装—毛衣—0979,陶博-10570,2024-5-24,中国,华东,青州,毛衣,陶博,山东,冬装,消费者,2024-5-17,杨洪光,747.04,0,4,0,6,5750.64,7,1,1,1
1321,2210906,冬装—棉袜—4429,陶博-10570,2024-5-24,中国,华东,青州,棉袜,陶博,山东,冬装,消费者,2024-5-17,杨洪光,7.84,0,2,0,6,134.68,7,0,1,0
1322,5598912,夏装—短袖—1460,吕君-15250,2024-5-22,中国,中南,安阳,短袖,吕君,河南,夏装,消费者,2024-5-18,王倩倩,175.112,0.1,2,0,6,3945.312,4,0,-1,0
1323,3702485,冬装—棉袜—4429,常君-15145,2024-5-22,中国,华北,天津,棉袜,常君,天津,冬装,公司,2024-5-18,张怡莲,76.16,0,2,0,6,317.8,4,0,-1,0
1324,5598912,夏装—长裙—2425,吕君-15250,2024-5-22,中国,中南,安阳,长裙,吕君,河南,夏装,消费者,2024-5-18,王倩倩,382.2,0,10,0,6,814.8,4,0,-1,0
1325,3476344,夏装—短袖—1460,周柏-18925,2024-5-22,中国,华东,无锡,短袖,周柏,江苏,夏装,小型企业,2024-5-19,杨洪光,-857.248,0.4,8,0,1,3952.032,3,-1,1,0
1326,4150614,夏装—短袖—1460,蒋光-13360,2024-5-22,中国,东北,鹤岗,短袖,蒋光,黑龙江,夏装,小型企业,2024-5-19,郝杰,1265.46,0,3,0,1,6662.04,3,1,1,1
1327,3230543,夏装—短裤—0339,徐虢-13600,2024-5-23,中国,华东,上海,短裤,徐虢,上海,夏装,公司,2024-5-19,杨洪光,1441.44,0,8,0,6,4651.36,4,1,-1,1
1328,3530738,冬装—保暖内衣—1614,毛丽-16225,2024-5-23,中国,华东,淮南,保暖内衣,毛丽美,安徽,冬装,公司,2024-5-19,杨洪光,13.72,0,1,0,6,115.22,4,0,-1,0
1329,3530738,冬装—保暖内衣—1614,毛丽-16225,2024-5-23,中国,华东,淮南,保暖内衣,毛丽美,安徽,冬装,公司,2024-5-19,杨洪光,112.7,0,5,0,6,376.6,4,0,-1,0
1330,3530738,冬装—棉衣—3093,毛丽-16225,2024-5-23,中国,华东,淮南,棉衣,毛丽美,安徽,冬装,公司,2024-5-19,杨洪光,25.2,0,1,0,6,58.66,4,0,-1,0
1331,3230543,冬装—手套—0574,徐虢-13600,2024-5-23,中国,华东,上海,手套,徐虢,上海,冬装,公司,2024-5-19,杨洪光,127.68,0,2,0,6,456.12,4,0,-1,0
1332,1187433,冬装—羽绒服—0928,邱秋-11575,2024-5-23,中国,中南,蒲庙,羽绒服,邱秋,广西,冬装,公司,2024-5-19,王倩倩,25.48,0,1,0,6,111.16,4,0,-1,0
1333,5956912,夏装—短袖—1460,俞毅-12520,2024-5-23,中国,西南,江油,短袖,俞毅,四川,夏装,消费者,2024-5-19,姜伟,-231.784,0.4,2,0,6,534.576,4,0,-1,0
1334,3636322,夏装—短袖—1460,戴立-16885,2024-5-24,中国,西南,重庆,短袖,戴立,重庆,夏装,消费者,2024-5-19,姜伟,338.94,0,3,0,6,692.16,5,0,-1,0
1335,5353587,夏装—短裤—0339,蔡晨-11200,2024-5-24,中国,东北,沈阳,短裤,蔡晨,辽宁,夏装,消费者,2024-5-19,郝杰,-336.784,0.4,2,0,6,696.696,5,0,-1,0
1336,3636322,冬装—帽子—1898,戴立-16885,2024-5-24,中国,西南,重庆,帽子,戴立,重庆,冬装,消费者,2024-5-19,姜伟,137.34,0,3,0,6,382.62,5,0,-1,0
1337,3636322,冬装—冲锋衣—0344,戴立-16885,2024-5-24,中国,西南,重庆,冲锋衣,戴立,重庆,冬装,消费者,2024-5-19,姜伟,7,0,5,0,6,253.4,5,0,-1,0
1338,5353587,冬装—棉袜—4429,蔡晨-11200,2024-5-24,中国,东北,沈阳,棉袜,蔡晨,辽宁,冬装,消费者,2024-5-19,郝杰,-71.4,0.4,3,0,6,388.08,5,0,-1,0
1339,5353587,冬装—保暖内衣—1614,蔡晨-11200,2024-5-24,中国,东北,沈阳,保暖内衣,蔡晨,辽宁,冬装,消费者,2024-5-19,郝杰,252,0,3,0,6,664.02,5,0,-1,0
1340,5353587,秋装—秋衣—2874,蔡晨-11200,2024-5-24,中国,东北,沈阳,秋衣,蔡晨,辽宁,秋装,消费者,2024-5-19,郝杰,-464.716,0.4,7,0,6,819.084,5,-1,-1,0
1341,3924364,冬装—毛衣—0979,冯婷-21040,2024-5-24,中国,西北,石嘴山,毛衣,冯婷,宁夏,冬装,小型企业,2024-5-19,江奕健,461.16,0,2,0,3,4612.72,5,0,1,1
1342,2665116,冬装—毛衣—0979,钱珑-17830,2024-5-24,中国,东北,泰来,毛衣,钱珑,黑龙江,冬装,消费者,2024-5-19,郝杰,1023.12,0,7,0,6,3198.72,5,1,-1,0
1343,1340062,冬装—毛衣—0979,严恒-13660,2024-5-25,中国,华北,邯郸,毛衣,严恒,河北,冬装,消费者,2024-5-19,张怡莲,43.4,0,1,0,6,271.88,6,0,0,0
1344,2543675,冬装—羽绒服—0928,楚聪-11635,2024-5-20,中国,东北,大连,羽绒服,楚聪,辽宁,冬装,消费者,2024-5-20,郝杰,33.32,0,2,0,0,304.36,0,0,0,0
1345,2543675,夏装—短袖—1460,楚聪-11635,2024-5-20,中国,东北,大连,短袖,楚聪,辽宁,夏装,消费者,2024-5-20,郝杰,-135.408,0.4,4,0,0,1620.192,0,0,0,0
1346,2543675,秋装—秋衣—2874,楚聪-11635,2024-5-20,中国,东北,大连,秋衣,楚聪,辽宁,秋装,消费者,2024-5-20,郝杰,-163.632,0.4,6,0,0,1402.128,0,0,0,0
1347,2543675,夏装—长裙—2425,楚聪-11635,2024-5-20,中国,东北,大连,长裙,楚聪,辽宁,夏装,消费者,2024-5-20,郝杰,-174.776,0.4,2,0,0,616.224,0,0,0,0
1348,4171126,冬装—帽子—1898,罗嫒-10060,2024-5-22,中国,华东,江都,帽子,罗嫒,江苏,冬装,小型企业,2024-5-20,杨洪光,0.308,0.4,1,0,3,18.648,2,0,-1,0
1349,4171126,冬装—毛衣—0979,罗嫒-10060,2024-5-22,中国,华东,江都,毛衣,罗嫒,江苏,冬装,小型企业,2024-5-20,杨洪光,-667.968,0.4,7,0,3,1381.212,2,-1,-1,0
1350,4171126,秋装—外套—4928,罗嫒-10060,2024-5-22,中国,华东,江都,外套,罗嫒,江苏,秋装,小型企业,2024-5-20,杨洪光,27.58,0.4,1,0,3,236.88,2,0,-1,0
1351,1966627,秋装—外套—4928,吕婵-10840,2024-5-24,中国,华北,邢台,外套,吕婵娟,河北,秋装,消费者,2024-5-20,张怡莲,2120.16,0,8,0,6,11159.68,4,1,-1,1
1352,5940390,冬装—冲锋衣—0344,陶磊-16105,2024-5-25,中国,东北,营口,冲锋衣,陶磊,辽宁,冬装,公司,2024-5-20,郝杰,7.28,0,2,0,3,91,5,0,1,0
